policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,segment,fuel_type,max_torque,is_adjustable_steering,is_parking_sensors,displacement,cylinder,steering_type,length,width,is_front_fog_lights,is_brake_assist,is_power_door_locks,is_central_locking,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,is_claim
1.084545126,0.06,0.365384615,3,34791,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.167815014,0.0,0.480769231,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.330100559,0.1,0.355769231,5,7788,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.943037693,0.12,0.403846154,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.011489455,0.0,0.480769231,16,21622,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.541464631,0.04,0.644230769,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.216863282,0.04,0.509615385,2,6108,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.069193218,0.1,0.394230769,21,17804,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.185972467,0.05,0.538461538,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.198923557,0.12,0.461538462,21,17804,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.090390127,0.0,0.673076923,19,6112,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.245361841,0.04,0.326923077,6,290,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.411289303,0.08,0.298076923,7,16206,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.108167863,0.06,0.346153846,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.01976953,0.17,0.375,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.176621335,0.04,0.548076923,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.976632692,0.04,0.394230769,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.475114197,0.08,0.548076923,11,27003,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
0.282169396,0.04,0.615384615,1,73430,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.639802759,0.01,0.538461538,7,16206,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.190606966,0.06,0.346153846,4,5410,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.194710422,0.06,0.288461538,18,13051,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,1
0.649588074,0.02,0.509615385,3,34791,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.252136266,0.08,0.326923077,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.53954461,0.13,0.384615385,1,73430,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.043325994,0.13,0.557692308,2,6108,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.168965055,0.0,0.365384615,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.977908448,0.06,0.759615385,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.568471862,0.06,0.538461538,21,17804,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.213044172,0.13,0.403846154,1,73430,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.462069956,0.01,0.442307692,20,8794,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.16392472,0.06,0.288461538,21,17804,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.179501475,0.02,0.442307692,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.046563508,0.01,0.288461538,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.807114161,0.18,0.326923077,4,5410,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.094857459,0.1,0.365384615,19,6112,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.321030834,0.02,0.673076923,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.084936104,0.08,0.384615385,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.065680687,0.08,0.384615385,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.215212969,0.02,0.509615385,6,290,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.037337827,0.07,0.423076923,11,27003,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.902637988,0.14,0.432692308,3,34791,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.08037214,0.0,0.336538462,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.092874414,0.03,0.336538462,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.096181616,0.04,0.451923077,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.892753417,0.01,0.326923077,19,6112,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.117395213,0.02,0.432692308,16,21622,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.1365196,0.14,0.480769231,5,7788,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.054796038,0.14,0.451923077,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.197191873,0.06,0.673076923,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.776574085,0.14,0.596153846,5,7788,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.543271734,0.01,0.288461538,20,8794,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.166865668,0.15,0.375,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.702487681,0.0,0.403846154,1,73430,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.354055572,0.04,0.384615385,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.265161014,0.14,0.451923077,21,17804,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.078275212,0.02,0.740384615,2,6108,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.043338655,0.08,0.355769231,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.279102442,0.04,0.557692308,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.407690965,0.11,0.509615385,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.366055078,0.05,0.317307692,18,13051,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.900941035,0.05,0.384615385,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.143083881,0.13,0.326923077,1,73430,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.000023618,0.16,0.663461538,8,65567,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.202791822,0.0,0.346153846,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.026045674,0.15,0.471153846,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.474598056,0.12,0.557692308,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.092049991,0.02,0.403846154,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.227016294,0.06,0.596153846,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.382363292,0.02,0.625,5,7788,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.479102792,0.03,0.442307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.073612385,0.2,0.442307692,11,27003,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
0.064651599,0.0,0.490384615,9,35036,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,1
0.096461962,0.17,0.538461538,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.094342695,0.09,0.538461538,1,73430,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.131791204,0.1,0.298076923,0,4990,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.544042072,0.02,0.461538462,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.888914474,0.01,0.528846154,0,4990,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.785907896,0.12,0.432692308,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.370910628,0.09,0.480769231,1,73430,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.068803376,0.02,0.692307692,18,13051,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.125743781,0.11,0.625,2,6108,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.490727527,0.0,0.471153846,9,35036,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,1
0.595210893,0.13,0.394230769,4,5410,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.848697908,0.1,0.451923077,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.063930647,0.01,0.317307692,21,17804,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.246036211,0.04,0.576923077,11,27003,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.230216322,0.03,0.480769231,8,65567,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
0.916584948,0.04,0.528846154,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.075911478,0.13,0.298076923,20,8794,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.033368768,0.04,0.519230769,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.054417361,0.1,0.461538462,19,6112,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.859521152,0.03,0.528846154,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.247528797,0.13,0.663461538,21,17804,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.86926586,0.01,0.336538462,15,4076,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.022164433,0.0,0.740384615,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.005923208,0.01,0.423076923,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.671115977,0.1,0.451923077,19,6112,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.611863021,0.07,0.586538462,20,8794,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.237960818,0.12,0.442307692,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,1
0.883116875,0.01,0.596153846,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.06969403,0.04,0.423076923,20,8794,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
0.924190182,0.02,0.480769231,18,13051,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.400286195,0.0,0.307692308,15,4076,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.253395912,0.03,0.346153846,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.027460725,0.18,0.490384615,11,27003,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
1.1556625,0.11,0.490384615,5,7788,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.221983587,0.11,0.576923077,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.228023779,0.02,0.423076923,3,34791,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.032286903,0.07,0.548076923,17,34738,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.224247245,0.06,0.673076923,20,8794,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.03680415,0.05,0.519230769,21,17804,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.103732437,0.07,0.384615385,5,7788,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.534852681,0.05,0.480769231,4,5410,5,0,7,0,1,1196,4,1,3675,1475,0,0,0,0,0,0,0,1,0
0.907761325,0.16,0.298076923,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.544110963,0.02,0.403846154,17,34738,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
0.859511573,0.03,0.288461538,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.233327565,0.03,0.451923077,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.016790953,0.11,0.692307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.207344939,0.01,0.509615385,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.036313487,0.01,0.634615385,16,21622,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.079806091,0.0,0.355769231,5,7788,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.235137645,0.01,0.432692308,15,4076,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.819056779,0.01,0.625,0,4990,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.215964353,0.15,0.432692308,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
0.653412583,0.01,0.653846154,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.194699927,0.14,0.317307692,2,6108,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.052403378,0.04,0.692307692,4,5410,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.008695923,0.12,0.730769231,11,27003,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.144670537,0.06,0.326923077,5,7788,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.044212145,0.13,0.451923077,20,8794,2,1,3,1,1,1497,4,0,3990,1755,0,0,1,1,0,0,1,1,0
1.19167862,0.05,0.384615385,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,0
1.20076543,0.17,0.326923077,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,1
0.722116728,0.16,0.365384615,19,6112,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.405686986,0.13,0.365384615,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.425328534,0.02,0.394230769,15,4076,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.279208428,0.01,0.375,19,6112,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.698574182,0.01,0.423076923,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.215278187,0.08,0.461538462,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.087889563,0.12,0.480769231,20,8794,1,0,6,0,1,998,3,2,3655,1620,0,0,1,1,0,0,1,1,1
1.210349409,0.05,0.432692308,10,27742,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.201172597,0.16,0.442307692,20,8794,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.368467861,0.04,0.413461538,11,27003,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.218565566,0.03,0.567307692,17,34738,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,1
1.135625521,0.09,0.403846154,2,6108,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.568969015,0.05,0.365384615,20,8794,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.088313573,0.18,0.403846154,17,34738,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.160005801,0.13,0.461538462,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.157947587,0.05,0.326923077,8,65567,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.195113433,0.17,0.576923077,11,27003,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
0.085196332,0.12,0.471153846,11,27003,3,2,1,0,1,1199,3,2,3993,1811,0,1,1,1,1,0,1,0,0
1.242781599,0.0,0.528846154,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.239535746,0.03,0.519230769,11,27003,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.17838965,0.03,0.336538462,11,27003,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
1.089782825,0.03,0.567307692,17,34738,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.227388351,0.04,0.288461538,10,27742,3,2,0,1,1,1197,4,0,3995,1735,1,1,1,1,1,1,1,1,0
0.070010965,0.0,0.413461538,11,27003,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.00064377,0.14,0.365384615,17,34738,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.172550658,0.03,0.653846154,4,5410,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.151663113,0.2,0.346153846,20,8794,4,1,4,1,1,1493,4,2,4300,1790,1,1,1,1,1,0,1,1,0
1.103335493,0.07,0.528846154,5,7788,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.224669001,0.29,0.403846154,17,34738,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
1.147635353,0.01,0.461538462,11,27003,0,2,8,0,0,999,3,0,3731,1579,0,0,1,1,0,1,1,1,0
1.108195501,0.05,0.673076923,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
0.484379575,0.02,0.5,11,27003,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
1.027831566,0.08,0.567307692,5,7788,2,2,0,1,1,1197,4,0,3990,1745,1,1,1,1,1,1,1,1,0
1.004345186,0.01,0.413461538,17,34738,3,1,2,1,1,1498,4,0,3995,1695,1,0,1,1,1,1,1,1,0
0.235927122,0.15,0.403846154,3,34791,2,2,0,1,1,1197,4,0,3845,1735,1,1,1,1,1,1,1,1,0
0.652157687,0.0,0.317307692,4,5410,0,0,5,0,1,796,3,2,3445,1515,0,0,0,0,0,0,0,1,0
